能源別	能源子類別	機組名稱	裝置容量	淨發電量	發電量比	備註	空欄位
核能(Nuclear)		核三#1	951.0	0.0	0.000%	計劃停機	
核能(Nuclear)		核三#2	951.0	938.1	98.644%	 	
核能(Nuclear)		小計	1902.0(3.441%)	938.1(3.652%)			
燃煤(Coal)		林口#1	800.0	750.1	93.762%	 	
燃煤(Coal)		林口#2	800.0	760.4	95.050%	 	
燃煤(Coal)		林口#3	800.0	757.8	94.725%	 	
燃煤(Coal)		台中#1	550.0	322.4	58.618%	環保限制	
燃煤(Coal)		台中#2	550.0	327.7	59.582%	環保限制	
燃煤(Coal)		台中#3	550.0	331.2	60.218%	環保限制	
燃煤(Coal)		台中#4	550.0	328.5	59.727%	環保限制	
燃煤(Coal)		台中#5	550.0	0.0	0.000%	檢修	
燃煤(Coal)		台中#6	550.0	530.9	96.527%	測試運轉 	
燃煤(Coal)		台中#7	550.0	334.0	60.727%	環保限制	
燃煤(Coal)		台中#8	550.0	333.4	60.618%	環保限制	
燃煤(Coal)		台中#9	550.0	0.0	0.000%	歲修	
燃煤(Coal)		台中#10	550.0	334.9	60.891%	環保限制	
燃煤(Coal)		興達#1(註15)	-	0.0	-	 	
燃煤(Coal)		興達#2(註15)	-	0.0	-	 	
燃煤(Coal)		興達#3(註12)	550.0	320.4	58.255%	環保限制	
燃煤(Coal)		興達#4(註12)	550.0	325.4	59.164%	環保限制	
燃煤(Coal)		大林#1	800.0	759.4	94.925%	 	
燃煤(Coal)		大林#2	800.0	757.0	94.625%	 	
燃煤(Coal)		小計	10600.0(19.178%)	7273.5(28.318%)			
汽電共生(Co-Gen)		汽電共生	631.4	969.8	-	 	
汽電共生(Co-Gen)		小計	631.4(1.142%)	969.8(3.776%)			
民營電廠-燃煤(IPP-Coal)		和平#1	648.6	534.8	82.461%	運轉限制	
民營電廠-燃煤(IPP-Coal)		和平#2	648.6	532.6	82.122%	 	
民營電廠-燃煤(IPP-Coal)		麥寮#1	600.0	278.5	46.417%	環保限制	
民營電廠-燃煤(IPP-Coal)		麥寮#2	600.0	525.5	87.583%	環保限制	
民營電廠-燃煤(IPP-Coal)		麥寮#3	600.0	568.3	94.717%	 	
民營電廠-燃煤(IPP-Coal)		小計	3097.1(5.603%)	2439.7(9.499%)			
燃氣(LNG)		大潭CC#1	742.7	635.7	85.593%	運轉限制	
燃氣(LNG)		大潭CC#2	742.7	697.4	93.901%	 	
燃氣(LNG)		大潭CC#3	724.7	666.5	91.969%	 	
燃氣(LNG)		大潭CC#4	724.7	299.2	41.286%	部分歲修	
燃氣(LNG)		大潭CC#5	724.7	674.3	93.045%	 	
燃氣(LNG)		大潭CC#6	724.7	670.1	92.466%	 	
燃氣(LNG)		大潭CC#7	600.0	0.0	0.000%	停機	
燃氣(LNG)		大潭CC#8(註10)	-	1056.5	-	 	
燃氣(LNG)		大潭CC#9(註10)	-	0.0	-	 	
燃氣(LNG)		通霄CC#1	892.6	845.0	94.667%	 	
燃氣(LNG)		通霄CC#2	892.6	867.2	97.154%	 	
燃氣(LNG)		通霄CC#3	892.6	871.8	97.670%	 	
燃氣(LNG)		通霄CC#4	386.0	196.4	50.881%	部分檢修	
燃氣(LNG)		通霄CC#5	386.0	328.8	85.181%	運轉限制	
燃氣(LNG)		通霄CC#6	321.2	259.9	80.915%	 	
燃氣(LNG)		通霄GT#9	180.9	172.3	95.271%	環保檢測	
燃氣(LNG)		興達CC#1	445.2	331.2	74.395%	 	
燃氣(LNG)		興達CC#2	445.2	402.4	90.388%	 	
燃氣(LNG)		興達CC#3	445.2	393.5	88.389%	 	
燃氣(LNG)		興達CC#4	445.2	462.5	103.888%	 	
燃氣(LNG)		興達CC#5	445.2	429.9	96.566%	 	
燃氣(LNG)		南部CC#1	288.8	204.0	70.637%	 	
燃氣(LNG)		南部CC#2	288.8	196.3	67.971%	 	
燃氣(LNG)		南部CC#3	288.8	215.3	74.550%	 	
燃氣(LNG)		南部CC#4	251.4	228.7	90.971%	 	
燃氣(LNG)		大林#5	-	0.0	-	停機	
燃氣(LNG)		大林#6	550.0	224.8	40.873%	 	
燃氣(LNG)		小計	12829.8(23.212%)	11329.7(44.111%)			
民營電廠-燃氣(IPP-LNG)		海湖#1	450.0	0.0	0.000%	檢修	
民營電廠-燃氣(IPP-LNG)		海湖#2	450.0	401.4	89.200%	 	
民營電廠-燃氣(IPP-LNG)		新桃#1	630.0	0.0	0.000%	部分故障	
民營電廠-燃氣(IPP-LNG)		國光#1	480.0	0.0	0.000%	合約限制	
民營電廠-燃氣(IPP-LNG)		星彰#1	506.9	441.2	87.047%	 	
民營電廠-燃氣(IPP-LNG)		星元#1	516.0	0.0	0.000%	故障	
民營電廠-燃氣(IPP-LNG)		嘉惠#1	700.0	0.0	0.000%	檢修	
民營電廠-燃氣(IPP-LNG)		嘉惠#2	510.0	502.4	98.510%	 	
民營電廠-燃氣(IPP-LNG)		豐德#1	506.9	0.0	0.000%	部分檢修	
民營電廠-燃氣(IPP-LNG)		豐德#2	506.9	437.7	86.356%	 	
民營電廠-燃氣(IPP-LNG)		豐德#3(註10)	-	0.0	-	 	
民營電廠-燃氣(IPP-LNG)		小計	5256.6(9.510%)	1782.7(6.941%)			
燃油(Oil)		協和#3	500.0	141.5	28.300%	環保限制	
燃油(Oil)		協和#4	500.0	136.6	27.320%	環保限制	
燃油(Oil)		澎湖尖山(註4)	129.8	31.1	23.960%	 	
燃油(Oil)		小計	1129.8(2.044%)	309.2(1.204%)			
輕油(Diesel)		核二Gas1	-	0.0	-	 	
輕油(Diesel)		核二Gas2	-	0.0	-	 	
輕油(Diesel)		核三Gas1	-	0.0	-	 	
輕油(Diesel)		核三Gas2	-	0.0	-	 	
輕油(Diesel)		台中Gas1&2	140.0	0.0	0.000%	 	
輕油(Diesel)		台中Gas3&4	140.0	0.0	0.000%	 	
輕油(Diesel)		金門塔山(註4)	113.3	37.1	32.747%	 	
輕油(Diesel)		馬祖珠山(註4)	28.6	8.3	28.980%	 	
輕油(Diesel)		離島其他(註4)	40.8	N/A	N/A	 	
輕油(Diesel)		小計(註5)	462.7(0.837%)	45.4(0.177%)			
水力(Hydro)		德基#1	78.0	0.0	0.000%	 	
水力(Hydro)		德基#2	78.0	0.0	0.000%	 	
水力(Hydro)		德基#3	78.0	0.0	0.000%	 	
水力(Hydro)		青山#1	92.0	0.0	0.000%	 	
水力(Hydro)		青山#2	92.0	0.0	0.000%	 	
水力(Hydro)		青山#3	92.0	9.7	10.543%	 	
水力(Hydro)		青山#4	92.0	10.4	11.304%	 	
水力(Hydro)		谷關#1	54.4	0.0	0.000%	 	
水力(Hydro)		谷關#2	54.4	0.0	0.000%	 	
水力(Hydro)		谷關#3	54.4	0.0	0.000%	 	
水力(Hydro)		谷關#4	54.4	25.3	46.465%	 	
水力(Hydro)		天輪#1	22.5	7.9	35.111%	 	
水力(Hydro)		天輪#2	22.5	7.8	34.667%	 	
水力(Hydro)		天輪#3	22.5	8.9	39.556%	 	
水力(Hydro)		天輪#4	22.5	9.0	40.000%	 	
水力(Hydro)		天輪#5	105.0	0.0	0.000%	 	
水力(Hydro)		馬鞍#1	66.7	0.0	0.000%	 	
水力(Hydro)		馬鞍#2	66.7	48.7	72.970%	 	
水力(Hydro)		卓蘭#1	40.0	40.3	100.750%	 	
水力(Hydro)		卓蘭#2	40.0	39.8	99.500%	 	
水力(Hydro)		萬大#1	10.4	0.0	0.000%	 	
水力(Hydro)		萬大#2	10.4	0.0	0.000%	 	
水力(Hydro)		萬大#3	15.3	0.0	0.000%	水文限制	
水力(Hydro)		萬大#4	19.7	0.0	0.000%	 	
水力(Hydro)		松林#1&2	20.9	2.9	14.080%	 	
水力(Hydro)		大觀一#1	22.0	1.8	8.182%	 	
水力(Hydro)		大觀一#2	22.0	1.8	8.182%	 	
水力(Hydro)		大觀一#3	22.0	2.0	9.091%	 	
水力(Hydro)		大觀一#4	22.0	1.9	8.636%	 	
水力(Hydro)		大觀一#5	22.0	1.9	8.636%	 	
水力(Hydro)		鉅工#1	21.8	15.0	68.966%	 	
水力(Hydro)		鉅工#2	21.8	15.9	73.103%	 	
水力(Hydro)		水里#1	12.8	12.7	99.608%	 	
水力(Hydro)		立霧#1&#2	32.0	0.0	0.000%	檢修	
水力(Hydro)		龍澗#1	48.6	26.3	54.115%	 	
水力(Hydro)		龍澗#2	48.6	0.0	0.000%	 	
水力(Hydro)		碧海	61.2	58.6	95.752%	 	
水力(Hydro)		烏來&桂山&粗坑	40.5	28.6	70.617%	 	
水力(Hydro)		北部小水力(註6)	31.1	N/A	N/A	 	
水力(Hydro)		中部小水力(註6)	24.1	N/A	N/A	 	
水力(Hydro)		南部小水力(註6)	7.2	N/A	N/A	 	
水力(Hydro)		東部小水力(註6)	54.6	50.2	91.941%	 	
水力(Hydro)		翡翠#1	70.0	0.0	0.000%	 	
水力(Hydro)		石門#1	45.0	0.0	0.000%	 	
水力(Hydro)		石門#2	45.0	45.1	100.222%	 	
水力(Hydro)		曾文#1	50.0	49.2	98.400%	 	
水力(Hydro)		義興#1	40.0	0.0	0.000%	檢修	
水力(Hydro)		名間	16.7	14.4	86.228%	 	
水力(Hydro)		嘉南西口、烏山頭和八田	22.5	0.0	0.000%	 	
水力(Hydro)		后里示範	0.1	N/A	N/A	 	
水力(Hydro)		卑南	2.0	0.8	40.404%	 	
水力(Hydro)		恆水創電	0.1	N/A	N/A	 	
水力(Hydro)		捷祥關山	1.0	1.8	179.600%	 	
水力(Hydro)		小計	2111.4(3.820%)	575.7(2.241%)			
風力(Wind)	陸域風力台電自有(註13)	觀園	30.0	1.9	6.333%	 	
風力(Wind)	陸域風力台電自有(註13)	台中港	35.0	2.3	6.571%	 	
風力(Wind)	陸域風力台電自有(註13)	王功	23.0	2.1	9.130%	 	
風力(Wind)	陸域風力台電自有(註13)	彰工	86.2	5.9	6.845%	 	
風力(Wind)	陸域風力台電自有(註13)	雲麥	46.0	0.9	1.957%	 	
風力(Wind)	陸域風力台電自有(註13)	四湖	28.0	0.6	2.143%	 	
風力(Wind)	陸域風力台電自有(註13)	其它台電自有	72.8	7.3	10.022%	 	
風力(Wind)	陸域風力購電(註13)	苗栗大鵬	42.0	4.0	9.524%	 	
風力(Wind)	陸域風力購電(註13)	鹿威彰濱	55.2	3.1	5.616%	 	
風力(Wind)	陸域風力購電(註13)	觀威觀音&桃威新屋	48.3	6.2	12.836%	 	
風力(Wind)	陸域風力購電(註13)	中威大安	75.9	10.8	14.229%	 	
風力(Wind)	陸域風力購電(註13)	創維風	49.2	4.1	8.333%	 	
風力(Wind)	陸域風力購電(註13)	新源崙背	25.2	5.0	19.841%	 	
風力(Wind)	陸域風力購電(註13)	其它購電風力	178.4	10.5	5.886%	 	
風力(Wind)	離岸風力台電自有(註13)	離岸一期	109.2	18.8	17.216%	 	
風力(Wind)	離岸風力購電(註13)	海洋竹南	128.0	49.6	38.750%	 	
風力(Wind)	離岸風力購電(註13)	海能風	376.0	195.9	52.101%	 	
風力(Wind)	離岸風力購電(註13)	允湖(註10)	-	15.1	-	 	
風力(Wind)	離岸風力購電(註13)	允西(註10)	-	3.4	-	 	
風力(Wind)	離岸風力購電(註13)	沃一風(註10)	-	51.0	-	 	
風力(Wind)	離岸風力購電(註13)	沃二風(註10)	-	9.0	-	 	
風力(Wind)	離岸風力購電(註13)	芳一風(註10)	-	11.5	-	 	
風力(Wind)	離岸風力購電(註13)	芳二風(註10)	-	51.8	-	 	
風力(Wind)	離岸風力購電(註13)	中能風(註10)	-	20.7	-	 	
風力(Wind)		小計	1408.4(2.548%)	491.5(1.913%)			
太陽能(Solar)	太陽能台電自有(註13)	彰濱光	100.0	0.000	0.000%	 	
太陽能(Solar)	太陽能台電自有(註13)	南鹽光	150.0	0.000	0.000%	 	
太陽能(Solar)	太陽能台電自有(註13)	其它台電自有	24.3	0.000	0.000%	 	
太陽能(Solar)	太陽能購電(註13)	崙尾光	-	0.000	-	新增設備測試運轉	
太陽能(Solar)	太陽能購電(註13)	天衝光	-	0.000	-	新增設備測試運轉	
太陽能(Solar)	太陽能購電(註13)	天篷光	80.0	0.000	0.000%	 	
太陽能(Solar)	太陽能購電(註13)	寶興光(註10)	-	0.000	-	 	
太陽能(Solar)	太陽能購電(註13)	聯華光(註10)	-	0.000	-	 	
太陽能(Solar)	太陽能購電(註13)	向陽光(註10)	-	0.000	-	 	
太陽能(Solar)	太陽能購電(註13)	星崴光(註10)	-	0.000	-	 	
太陽能(Solar)	太陽能購電(註13)	碩力光(註10)	-	0.000	-	 	
太陽能(Solar)	太陽能購電(註13)	天英光(註10)	-	0.000	-	 	
太陽能(Solar)	太陽能購電(註13)	志光光(註10)	-	0.000	-	 	
太陽能(Solar)	太陽能購電(註13)	永堯光(註10)	-	0.000	-	 	
太陽能(Solar)	太陽能購電(註13)	新和光(註10)	-	0.000	-	 	
太陽能(Solar)	太陽能購電(註13)	生利光(註10)	-	0.000	-	 	
太陽能(Solar)	太陽能購電(註13)	廷和光(註10)	-	0.000	-	 	
太陽能(Solar)	太陽能購電(註13)	星股光(註10)	-	0.000	-	 	
太陽能(Solar)	太陽能購電(註13)	其它購電太陽能	12540.4	0.000	0.000%	 	
太陽能(Solar)		小計	12894.6(23.329%)	0.0(0.000%)			
其它再生能源(Other Renewable Energy)		台電自有地熱	0.8	0.4	47.619%	 	
其它再生能源(Other Renewable Energy)		購電地熱	6.4	1.6	24.810%	 	
其它再生能源(Other Renewable Energy)		生質能(Biofuel)	38.2	17.1	44.764%	 	
其它再生能源(Other Renewable Energy)		小計	45.5(0.082%)	19.1(0.074%)			
儲能(Energy Storage System)	抽蓄水力(Pumped Hydro)	大觀二#1	250.0	0.0	0.000%	 	
儲能(Energy Storage System)	抽蓄水力(Pumped Hydro)	大觀二#2	250.0	0.0	0.000%	 	
儲能(Energy Storage System)	抽蓄水力(Pumped Hydro)	大觀二#3	250.0	0.0	0.000%	 	
儲能(Energy Storage System)	抽蓄水力(Pumped Hydro)	大觀二#4	250.0	0.0	0.000%	 	
儲能(Energy Storage System)	抽蓄水力(Pumped Hydro)	明潭#1	267.0	0.0	0.000%	 	
儲能(Energy Storage System)	抽蓄水力(Pumped Hydro)	明潭#2	267.0	0.0	0.000%	 	
儲能(Energy Storage System)	抽蓄水力(Pumped Hydro)	明潭#3	267.0	0.0	0.000%	 	
儲能(Energy Storage System)	抽蓄水力(Pumped Hydro)	明潭#4	267.0	0.0	0.000%	 	
儲能(Energy Storage System)	抽蓄水力(Pumped Hydro)	明潭#5	267.0	0.0	0.000%	 	
儲能(Energy Storage System)	抽蓄水力(Pumped Hydro)	明潭#6	267.0	0.0	0.000%	 	
儲能(Energy Storage System)	電池(Battery)	電池(註16)	300.6	0.0	0.000%	 	
儲能(Energy Storage System)		小計	2902.6(5.251%)	0.0(0.000%)			
儲能負載(Energy Storage Load)	抽蓄水力(Pumped Hydro)	大觀二#1	-	0.0	-	 	
儲能負載(Energy Storage Load)	抽蓄水力(Pumped Hydro)	大觀二#2	-	-244.7	-	 	
儲能負載(Energy Storage Load)	抽蓄水力(Pumped Hydro)	大觀二#3	-	-242.9	-	 	
儲能負載(Energy Storage Load)	抽蓄水力(Pumped Hydro)	大觀二#4	-	0.0	-	 	
儲能負載(Energy Storage Load)	抽蓄水力(Pumped Hydro)	明潭#1	-	0.0	-	 	
儲能負載(Energy Storage Load)	抽蓄水力(Pumped Hydro)	明潭#2	-	0.0	-	 	
儲能負載(Energy Storage Load)	抽蓄水力(Pumped Hydro)	明潭#3	-	0.0	-	 	
儲能負載(Energy Storage Load)	抽蓄水力(Pumped Hydro)	明潭#4	-	0.0	-	 	
儲能負載(Energy Storage Load)	抽蓄水力(Pumped Hydro)	明潭#5	-	0.0	-	 	
儲能負載(Energy Storage Load)	抽蓄水力(Pumped Hydro)	明潭#6	-	0.0	-	 	
儲能負載(Energy Storage Load)	電池(Battery)	電池(註16)	-	-2.1	-	 	
